TransactionID,CustomerID,ProductID,SaleDate,SaleTimestamp,Quantity,TotalAmount
T002597,C0283,P013,2025-04-21,2025-04-21 05:45:44.788913,2,995.72
T002598,C0429,P089,2024-05-09,2024-05-09 00:00:16.717010,4,875.32
T002599,C0214,P036,2024-09-23,2024-09-23 01:07:02.075789,2,122.0
T002600,C0163,P061,2023-05-17,2023-05-17 09:48:54.695527,1,111.18
T002601,C0461,P033,2024-11-20,2024-11-20 00:25:19.426660,1,425.01
T002602,C0195,P025,2023-12-13,2023-12-13 12:03:47.330660,1,120.12
T002603,C0267,P094,2023-05-29,2023-05-29 07:40:34.179630,3,268.5
T002604,C0005,P026,2024-05-13,2024-05-13 00:23:13.408165,5,1443.9
T002605,C0402,P076,2023-09-05,2023-09-05 00:51:17.487600,3,116.28
T002606,C0418,P088,2023-06-15,2023-06-15 12:32:51.367696,1,207.33
T002607,C0300,P021,2024-02-12,2024-02-12 02:28:08.829080,5,1126.95
T002608,C0276,P017,2023-07-10,2023-07-10 05:51:48.819855,3,126.15
T002609,C0445,P008,2023-11-17,2023-11-17 11:03:18.231947,5,1017.35
T002610,C0122,P007,2023-07-04,2023-07-04 11:53:16.534433,3,90.12
T002611,C0433,P032,2024-01-09,2024-01-09 00:22:31.205174,5,1246.4
T002612,C0072,P043,2024-02-29,2024-02-29 11:09:49.027049,1,14.86
T002613,C0285,P039,2023-06-16,2023-06-16 05:04:36.377819,4,1128.64
T002614,C0472,P020,2024-07-22,2024-07-22 00:58:51.023525,2,823.78
T002615,C0499,P078,2023-07-05,2023-07-05 23:34:28.227558,1,494.23
T002616,C0134,P026,2025-03-14,2025-03-14 23:15:34.893909,2,577.56
T002617,C0126,P055,2024-04-09,2024-04-09 05:48:42.715757,4,1787.2
T002618,C0349,P098,2024-09-22,2024-09-22 16:38:29.260469,2,355.88
T002619,C0021,P092,2024-02-06,2024-02-06 17:37:39.307022,1,54.98
T002620,C0134,P060,2024-04-17,2024-04-17 05:45:33.118842,1,92.96
T002621,C0470,P032,2025-03-30,2025-03-30 03:54:29.654250,3,747.84
T002622,C0256,P040,2023-08-01,2023-08-01 02:54:18.441477,4,319.24
T002623,C0022,P068,2024-01-27,2024-01-27 23:40:38.091995,1,477.43
T002624,C0441,P062,2024-10-06,2024-10-06 12:18:26.000257,4,1328.52
T002625,C0355,P014,2024-11-13,2024-11-13 07:20:18.309905,5,1526.5
T002626,C0364,P033,2023-05-08,2023-05-08 09:20:17.642278,3,1275.03
T002627,C0433,P004,2024-08-17,2024-08-17 13:06:11.861260,1,73.99
T002628,C0469,P041,2023-09-11,2023-09-11 14:53:47.010708,1,402.72
T002629,C0303,P074,2024-08-24,2024-08-24 21:55:09.238265,4,1389.56
T002630,C0337,P065,2024-11-18,2024-11-18 20:12:50.377528,4,387.48
T002631,C0434,P094,2024-01-02,2024-01-02 05:36:26.848425,4,358.0
T002632,C0268,P033,2024-05-13,2024-05-13 01:21:16.129646,4,1700.04
T002633,C0227,P021,2025-01-15,2025-01-15 13:49:37.794409,5,1126.95
T002634,C0165,P071,2023-06-14,2023-06-14 15:35:30.542399,3,104.01
T002635,C0240,P009,2025-01-12,2025-01-12 18:36:00.766526,1,184.84
T002636,C0062,P051,2024-07-07,2024-07-07 21:30:35.293568,4,956.24
T002637,C0269,P044,2024-08-06,2024-08-06 16:06:39.738904,3,1390.47
T002638,C0394,P051,2024-07-11,2024-07-11 17:45:50.759804,4,956.24
T002639,C0043,P093,2025-03-31,2025-03-31 03:29:09.839917,4,1195.4
T002640,C0119,P092,2023-05-27,2023-05-27 20:55:06.150333,5,274.9
T002641,C0470,P087,2025-03-06,2025-03-06 08:39:43.599924,3,1098.81
T002642,C0191,P016,2025-04-16,2025-04-16 16:21:40.514360,5,1626.0
T002643,C0298,P002,2023-08-15,2023-08-15 23:26:08.946191,1,209.49
T002644,C0313,P028,2023-07-16,2023-07-16 04:53:06.724070,4,429.28
T002645,C0142,P001,2023-08-20,2023-08-20 06:56:14.629765,1,228.41
T002646,C0018,P010,2023-12-29,2023-12-29 21:59:05.054206,4,571.44
T002647,C0084,P041,2025-03-26,2025-03-26 04:13:18.192740,4,1610.88
T002648,C0335,P002,2024-02-04,2024-02-04 22:51:52.659833,2,418.98
T002649,C0134,P097,2023-05-19,2023-05-19 07:28:53.640285,2,851.12
T002650,C0244,P024,2023-08-18,2023-08-18 00:08:49.877247,5,1289.85
T002651,C0452,P042,2023-05-10,2023-05-10 04:46:45.276590,3,755.97
T002652,C0412,P044,2024-11-19,2024-11-19 02:38:33.176602,4,1853.96
T002653,C0014,P064,2024-01-06,2024-01-06 21:34:57.039011,2,134.12
T002654,C0293,P043,2023-11-22,2023-11-22 23:31:33.492251,1,14.86
T002655,C0339,P082,2023-11-24,2023-11-24 09:20:18.148382,4,458.48
T002656,C0108,P096,2024-10-10,2024-10-10 17:41:05.377719,4,534.52
T002657,C0023,P009,2024-11-15,2024-11-15 04:51:58.585065,3,554.52
T002658,C0025,P075,2023-06-23,2023-06-23 11:04:51.745255,2,798.56
T002659,C0077,P048,2025-01-01,2025-01-01 13:57:02.242342,5,2242.15
T002660,C0365,P022,2024-05-03,2024-05-03 01:24:41.636000,4,1064.68
T002661,C0298,P081,2024-12-28,2024-12-28 13:24:49.887567,1,328.71
T002662,C0446,P017,2023-05-30,2023-05-30 06:06:37.080170,4,168.2
T002663,C0219,P027,2023-05-17,2023-05-17 11:26:56.650211,1,170.95
T002664,C0101,P061,2023-11-20,2023-11-20 14:55:03.203597,5,555.9
T002665,C0315,P055,2024-02-07,2024-02-07 20:58:02.599005,4,1787.2
T002666,C0383,P044,2024-10-19,2024-10-19 09:01:38.522386,2,926.98
T002667,C0395,P065,2024-09-13,2024-09-13 02:20:55.171675,5,484.35
T002668,C0353,P008,2025-03-09,2025-03-09 15:44:52.018371,4,813.88
T002669,C0113,P069,2024-06-21,2024-06-21 11:09:33.256868,1,449.46
T002670,C0240,P073,2025-02-07,2025-02-07 12:14:36.934234,2,85.08
T002671,C0398,P005,2024-04-25,2024-04-25 18:02:23.577406,3,1049.37
T002672,C0349,P041,2024-04-05,2024-04-05 04:46:23.966807,5,2013.6
T002673,C0462,P019,2023-09-27,2023-09-27 13:50:29.642928,5,172.6
T002674,C0034,P064,2023-09-25,2023-09-25 02:41:14.616160,1,67.06
T002675,C0438,P050,2023-09-29,2023-09-29 15:57:20.048291,1,415.1
T002676,C0187,P040,2024-01-21,2024-01-21 17:38:50.383947,5,399.05
T002677,C0393,P020,2025-02-12,2025-02-12 04:43:33.693300,2,823.78
T002678,C0139,P061,2025-04-28,2025-04-28 23:58:39.513633,5,555.9
T002679,C0331,P011,2025-01-06,2025-01-06 08:27:01.837634,4,886.96
T002680,C0348,P062,2023-08-25,2023-08-25 02:07:03.051198,5,1660.65
T002681,C0463,P083,2025-04-04,2025-04-04 16:15:15.468490,2,228.48
T002682,C0091,P072,2023-10-22,2023-10-22 11:27:31.201741,1,432.85
T002683,C0036,P068,2023-12-06,2023-12-06 07:41:20.921349,4,1909.72
T002684,C0043,P016,2025-03-24,2025-03-24 19:23:28.884916,1,325.2
T002685,C0295,P080,2023-11-28,2023-11-28 05:23:52.340218,4,72.56
T002686,C0044,P051,2024-05-03,2024-05-03 10:06:10.764111,2,478.12
T002687,C0079,P092,2025-01-14,2025-01-14 19:01:23.434897,3,164.94
T002688,C0182,P015,2023-11-22,2023-11-22 16:13:52.849766,2,90.38
T002689,C0486,P037,2023-06-16,2023-06-16 03:00:40.828661,5,527.35
T002690,C0420,P082,2023-06-27,2023-06-27 02:02:02.545065,1,114.62
T002691,C0362,P072,2024-02-10,2024-02-10 06:51:51.992614,1,432.85
T002692,C0188,P041,2023-06-21,2023-06-21 14:18:04.606260,2,805.44
T002693,C0039,P099,2023-07-26,2023-07-26 00:23:54.420016,5,1629.3
T002694,C0157,P035,2024-04-13,2024-04-13 02:43:50.389401,4,1246.92
T002695,C0245,P017,2024-05-06,2024-05-06 01:46:05.044180,4,168.2
T002696,C0088,P002,2024-05-25,2024-05-25 01:33:48.742027,4,837.96
T002697,C0467,P093,2024-03-23,2024-03-23 21:17:58.239373,2,597.7
T002698,C0238,P085,2023-07-05,2023-07-05 18:06:09.328251,3,1218.54
T002699,C0356,P007,2023-07-08,2023-07-08 00:47:35.723959,5,150.2
T002700,C0182,P053,2024-09-10,2024-09-10 10:31:06.324591,5,2032.25
T002701,C0183,P031,2024-12-07,2024-12-07 12:24:57.184258,1,156.1
T002702,C0407,P027,2025-03-19,2025-03-19 01:54:30.668378,3,512.85
T002703,C0330,P085,2024-09-02,2024-09-02 11:55:59.371578,3,1218.54
T002704,C0265,P015,2024-08-02,2024-08-02 03:05:44.152165,5,225.95
T002705,C0309,P076,2023-09-06,2023-09-06 20:56:55.617034,5,193.8
T002706,C0422,P027,2023-05-23,2023-05-23 14:10:01.023111,1,170.95
T002707,C0069,P052,2023-08-09,2023-08-09 20:03:11.339525,5,589.55
T002708,C0191,P031,2024-09-19,2024-09-19 23:12:42.624825,2,312.2
T002709,C0440,P063,2023-08-20,2023-08-20 11:42:35.162922,4,984.52
T002710,C0227,P068,2024-10-22,2024-10-22 03:39:11.675700,3,1432.29
T002711,C0434,P091,2025-03-05,2025-03-05 23:11:49.410085,5,1488.2
T002712,C0478,P094,2024-12-19,2024-12-19 06:12:46.379967,1,89.5
T002713,C0124,P070,2024-06-01,2024-06-01 01:37:39.437092,3,875.64
T002714,C0009,P074,2023-11-26,2023-11-26 15:12:13.824407,5,1736.95
T002715,C0495,P013,2024-10-18,2024-10-18 15:24:17.954038,2,995.72
T002716,C0439,P058,2023-10-20,2023-10-20 16:18:23.869069,3,1088.52
T002717,C0368,P048,2024-08-02,2024-08-02 08:22:46.316326,4,1793.72
T002718,C0421,P046,2025-01-11,2025-01-11 12:57:24.143976,2,632.8
T002719,C0068,P026,2023-08-22,2023-08-22 08:57:04.075556,5,1443.9
T002720,C0028,P034,2023-10-01,2023-10-01 16:56:19.492547,3,916.14
T002721,C0361,P047,2024-01-07,2024-01-07 03:34:17.220298,5,256.25
T002722,C0112,P036,2024-08-26,2024-08-26 00:04:25.317932,5,305.0
T002723,C0334,P020,2023-10-16,2023-10-16 20:31:37.983039,4,1647.56
T002724,C0337,P035,2024-07-29,2024-07-29 08:03:00.243875,2,623.46
T002725,C0317,P084,2024-09-11,2024-09-11 02:29:50.429709,2,398.94
T002726,C0307,P003,2024-12-01,2024-12-01 07:09:19.380019,3,662.79
T002727,C0126,P046,2025-04-02,2025-04-02 09:41:16.721602,1,316.4
T002728,C0037,P092,2023-08-15,2023-08-15 05:25:01.550808,4,219.92
T002729,C0358,P044,2023-12-18,2023-12-18 04:25:39.284533,5,2317.45
T002730,C0444,P027,2023-05-31,2023-05-31 00:33:49.285437,4,683.8
T002731,C0498,P069,2025-02-09,2025-02-09 15:57:48.145727,3,1348.38
T002732,C0454,P099,2024-02-06,2024-02-06 23:38:22.791749,2,651.72
T002733,C0015,P090,2023-07-14,2023-07-14 05:56:32.821181,5,792.5
T002734,C0356,P036,2024-03-21,2024-03-21 23:43:51.436740,2,122.0
T002735,C0110,P044,2023-07-05,2023-07-05 07:15:24.185492,2,926.98
T002736,C0294,P055,2024-01-23,2024-01-23 19:46:17.472705,2,893.6
T002737,C0152,P020,2023-10-15,2023-10-15 14:43:13.691084,2,823.78
T002738,C0421,P095,2024-08-10,2024-08-10 01:08:30.058944,1,76.13
T002739,C0381,P060,2023-09-17,2023-09-17 10:42:23.807848,3,278.88
T002740,C0441,P006,2024-03-13,2024-03-13 06:14:41.746096,5,1320.3
T002741,C0481,P088,2024-03-18,2024-03-18 20:45:41.807468,2,414.66
T002742,C0358,P031,2023-10-08,2023-10-08 16:23:02.811584,3,468.3
T002743,C0136,P052,2024-07-16,2024-07-16 02:30:39.944149,5,589.55
T002744,C0043,P056,2023-07-18,2023-07-18 06:57:35.461482,4,1049.8
T002745,C0159,P033,2023-10-01,2023-10-01 18:53:09.983394,4,1700.04
T002746,C0235,P089,2024-11-11,2024-11-11 19:49:54.577500,3,656.49
T002747,C0390,P025,2024-08-08,2024-08-08 15:24:05.833809,2,240.24
T002748,C0432,P064,2023-06-22,2023-06-22 02:36:11.926855,1,67.06
T002749,C0420,P027,2023-10-30,2023-10-30 18:08:02.593645,4,683.8
T002750,C0326,P048,2023-09-16,2023-09-16 06:01:53.080048,5,2242.15
T002751,C0392,P029,2024-03-13,2024-03-13 21:09:54.624088,1,111.83
T002752,C0189,P087,2023-06-15,2023-06-15 03:26:58.051611,2,732.54
T002753,C0015,P014,2025-02-28,2025-02-28 00:58:37.604189,1,305.3
T002754,C0388,P004,2024-08-31,2024-08-31 14:14:03.797633,4,295.96
T002755,C0060,P051,2023-08-28,2023-08-28 22:10:50.823273,3,717.18
T002756,C0175,P065,2023-12-05,2023-12-05 17:39:41.791899,3,290.61
T002757,C0147,P028,2023-10-29,2023-10-29 05:40:45.792937,5,536.6
T002758,C0119,P014,2024-10-11,2024-10-11 14:36:40.113394,2,610.6
T002759,C0485,P085,2023-10-22,2023-10-22 21:21:09.353822,5,2030.9
T002760,C0002,P017,2023-06-10,2023-06-10 19:59:52.120666,5,210.25
T002761,C0114,P073,2023-08-30,2023-08-30 07:32:38.536626,3,127.62
T002762,C0433,P098,2023-09-28,2023-09-28 11:26:34.024682,1,177.94
T002763,C0498,P097,2023-11-21,2023-11-21 16:14:25.690422,3,1276.68
T002764,C0034,P067,2024-04-24,2024-04-24 09:56:11.614631,4,1720.48
T002765,C0014,P056,2023-06-26,2023-06-26 05:36:19.790236,1,262.45
T002766,C0320,P057,2024-08-09,2024-08-09 02:31:52.345098,4,1389.28
T002767,C0395,P063,2024-11-06,2024-11-06 20:54:57.778191,2,492.26
T002768,C0145,P073,2024-12-21,2024-12-21 09:49:27.965571,2,85.08
T002769,C0353,P053,2024-01-08,2024-01-08 09:13:49.715710,2,812.9
T002770,C0137,P010,2023-12-14,2023-12-14 05:11:41.595711,4,571.44
T002771,C0079,P079,2025-01-27,2025-01-27 08:49:47.025746,4,1366.12
T002772,C0311,P068,2025-03-03,2025-03-03 09:22:08.970873,1,477.43
T002773,C0215,P089,2024-05-23,2024-05-23 01:11:21.988365,3,656.49
T002774,C0331,P095,2024-10-16,2024-10-16 21:49:18.706749,5,380.65
T002775,C0186,P002,2023-09-10,2023-09-10 01:19:39.317133,1,209.49
T002776,C0271,P091,2024-05-21,2024-05-21 11:36:45.256106,5,1488.2
T002777,C0332,P091,2024-09-17,2024-09-17 22:53:02.376105,2,595.28
T002778,C0141,P041,2024-03-01,2024-03-01 23:24:37.857064,5,2013.6
T002779,C0162,P098,2024-07-12,2024-07-12 01:26:38.324106,1,177.94
T002780,C0077,P013,2023-11-10,2023-11-10 17:34:52.620151,1,497.86
T002781,C0001,P069,2024-10-24,2024-10-24 14:27:38.234293,2,898.92
T002782,C0229,P093,2024-04-09,2024-04-09 19:46:50.898064,5,1494.25
T002783,C0401,P015,2024-10-01,2024-10-01 15:23:03.007481,3,135.57
T002784,C0057,P050,2024-12-30,2024-12-30 23:52:54.127248,5,2075.5
T002785,C0154,P065,2024-07-29,2024-07-29 19:44:00.470678,4,387.48
T002786,C0292,P055,2025-04-23,2025-04-23 14:06:02.190971,3,1340.4
T002787,C0453,P011,2023-10-03,2023-10-03 07:14:23.181999,4,886.96
T002788,C0273,P047,2024-09-30,2024-09-30 10:16:20.157157,4,205.0
T002789,C0247,P046,2025-04-07,2025-04-07 12:43:19.500449,5,1582.0
T002790,C0125,P087,2024-05-13,2024-05-13 14:57:15.428521,5,1831.35
T002791,C0384,P002,2024-08-22,2024-08-22 20:25:55.238683,3,628.47
T002792,C0220,P033,2024-08-11,2024-08-11 14:30:21.647126,4,1700.04
T002793,C0182,P031,2025-04-03,2025-04-03 10:08:39.559404,1,156.1
T002794,C0099,P049,2024-12-12,2024-12-12 02:37:27.827628,5,255.35
T002795,C0435,P062,2024-12-30,2024-12-30 18:51:36.197847,2,664.26
T002796,C0072,P021,2024-04-06,2024-04-06 23:42:06.422193,2,450.78
T002797,C0217,P056,2024-01-27,2024-01-27 21:18:06.860769,4,1049.8
T002798,C0414,P016,2025-03-12,2025-03-12 15:42:08.968058,4,1300.8
T002799,C0170,P050,2024-05-20,2024-05-20 18:52:58.029529,4,1660.4
T002800,C0023,P051,2023-11-15,2023-11-15 00:10:50.388208,1,239.06
T002801,C0085,P100,2023-10-30,2023-10-30 05:53:34.596888,5,819.35
T002802,C0428,P033,2025-03-19,2025-03-19 17:10:17.010987,1,425.01
T002803,C0224,P012,2023-11-29,2023-11-29 23:17:25.507641,5,1069.8
T002804,C0349,P030,2025-02-24,2025-02-24 07:12:57.865242,3,993.36
T002805,C0412,P047,2025-03-19,2025-03-19 18:28:11.161998,2,102.5
T002806,C0458,P082,2024-08-15,2024-08-15 22:05:43.489101,2,229.24
T002807,C0304,P095,2023-12-03,2023-12-03 16:17:59.547012,5,380.65
T002808,C0242,P052,2025-03-31,2025-03-31 18:52:22.276263,4,471.64
T002809,C0440,P032,2024-02-15,2024-02-15 07:42:12.947334,5,1246.4
T002810,C0469,P029,2024-12-29,2024-12-29 19:39:44.108057,1,111.83
T002811,C0048,P092,2024-06-19,2024-06-19 19:34:02.788985,4,219.92
T002812,C0075,P098,2025-01-24,2025-01-24 15:30:12.133141,5,889.7
T002813,C0044,P035,2024-04-25,2024-04-25 09:44:04.479123,4,1246.92
T002814,C0075,P032,2024-11-10,2024-11-10 19:09:42.215867,1,249.28
T002815,C0467,P007,2023-07-05,2023-07-05 16:55:58.727218,1,30.04
T002816,C0301,P083,2024-08-06,2024-08-06 12:37:18.503251,2,228.48
T002817,C0442,P060,2023-12-28,2023-12-28 12:13:04.292382,1,92.96
T002818,C0276,P049,2025-03-05,2025-03-05 16:05:29.069922,3,153.21
T002819,C0154,P008,2024-09-02,2024-09-02 03:27:13.476971,1,203.47
T002820,C0485,P006,2024-03-04,2024-03-04 10:05:41.784526,5,1320.3
T002821,C0322,P079,2024-01-13,2024-01-13 21:48:36.407884,4,1366.12
T002822,C0279,P060,2023-11-05,2023-11-05 08:27:58.252348,4,371.84
T002823,C0157,P062,2024-02-15,2024-02-15 09:31:33.659591,5,1660.65
T002824,C0077,P062,2023-08-22,2023-08-22 16:06:46.465896,5,1660.65
T002825,C0390,P058,2023-09-07,2023-09-07 02:43:06.780890,2,725.68
T002826,C0231,P073,2024-03-30,2024-03-30 01:40:55.309786,4,170.16
T002827,C0272,P003,2024-04-22,2024-04-22 03:40:58.830099,2,441.86
T002828,C0423,P084,2025-03-17,2025-03-17 20:17:12.170284,5,997.35
T002829,C0187,P081,2024-07-29,2024-07-29 01:35:26.829978,5,1643.55
T002830,C0037,P077,2024-09-29,2024-09-29 01:50:02.435135,3,298.71
T002831,C0105,P026,2025-01-08,2025-01-08 00:44:15.259620,5,1443.9
T002832,C0388,P071,2023-09-10,2023-09-10 14:06:59.810411,5,173.35
T002833,C0113,P040,2024-01-04,2024-01-04 02:45:33.874926,1,79.81
T002834,C0446,P028,2024-02-14,2024-02-14 06:26:06.931300,1,107.32
T002835,C0346,P023,2024-09-01,2024-09-01 09:32:12.924715,4,1059.92
T002836,C0227,P006,2024-11-05,2024-11-05 03:26:55.283122,3,792.18
T002837,C0005,P100,2024-12-19,2024-12-19 06:03:37.184074,1,163.87
T002838,C0375,P030,2024-04-17,2024-04-17 20:27:32.178505,1,331.12
T002839,C0440,P022,2023-08-14,2023-08-14 10:52:03.312778,1,266.17
T002840,C0144,P061,2023-09-06,2023-09-06 00:42:40.200165,2,222.36
T002841,C0265,P064,2024-03-16,2024-03-16 22:05:32.419786,2,134.12
T002842,C0381,P091,2023-07-06,2023-07-06 08:25:57.838921,4,1190.56
T002843,C0071,P020,2024-11-23,2024-11-23 20:53:38.125192,4,1647.56
T002844,C0352,P024,2024-09-01,2024-09-01 07:56:54.760990,4,1031.88
T002845,C0198,P050,2024-05-01,2024-05-01 14:29:55.911238,2,830.2
T002846,C0083,P015,2023-06-12,2023-06-12 18:12:24.078787,4,180.76
T002847,C0408,P037,2023-10-21,2023-10-21 02:00:08.635616,4,421.88
T002848,C0028,P044,2025-03-04,2025-03-04 04:02:16.973786,5,2317.45
T002849,C0483,P027,2024-09-02,2024-09-02 09:32:32.476190,2,341.9
T002850,C0131,P088,2023-10-07,2023-10-07 11:42:41.486501,2,414.66
T002851,C0154,P082,2023-10-06,2023-10-06 22:16:39.150101,4,458.48
T002852,C0450,P007,2025-04-28,2025-04-28 22:17:16.990260,4,120.16
T002853,C0498,P062,2023-12-13,2023-12-13 06:00:17.148291,3,996.39
T002854,C0026,P097,2024-01-23,2024-01-23 14:22:29.977413,3,1276.68
T002855,C0035,P020,2024-04-09,2024-04-09 20:11:08.577579,5,2059.45
T002856,C0209,P062,2024-02-27,2024-02-27 09:36:21.596750,2,664.26
T002857,C0249,P048,2023-08-02,2023-08-02 06:17:44.877198,3,1345.29
T002858,C0054,P092,2023-10-22,2023-10-22 15:07:38.750311,4,219.92
T002859,C0132,P087,2023-11-26,2023-11-26 07:25:15.887839,5,1831.35
T002860,C0278,P086,2024-10-18,2024-10-18 19:59:05.365380,5,706.2
T002861,C0040,P056,2024-11-20,2024-11-20 05:48:30.474882,2,524.9
T002862,C0255,P099,2023-10-17,2023-10-17 22:36:29.739785,4,1303.44
T002863,C0386,P011,2023-09-21,2023-09-21 11:18:53.190802,2,443.48
T002864,C0060,P058,2024-01-20,2024-01-20 18:32:13.841466,5,1814.2
T002865,C0476,P069,2023-09-25,2023-09-25 13:23:48.366595,1,449.46
T002866,C0132,P085,2024-02-21,2024-02-21 05:51:57.582993,1,406.18
T002867,C0263,P072,2023-05-08,2023-05-08 06:32:47.326755,4,1731.4
T002868,C0033,P079,2025-02-25,2025-02-25 21:32:24.375307,4,1366.12
T002869,C0391,P067,2024-01-20,2024-01-20 21:30:13.333799,4,1720.48
T002870,C0222,P002,2024-04-10,2024-04-10 21:30:54.119799,1,209.49
T002871,C0260,P023,2024-11-12,2024-11-12 08:09:43.812409,2,529.96
T002872,C0331,P040,2024-12-07,2024-12-07 03:03:55.865346,4,319.24
T002873,C0088,P067,2024-10-25,2024-10-25 00:56:33.667928,1,430.12
T002874,C0452,P048,2023-08-27,2023-08-27 02:13:15.402363,5,2242.15
T002875,C0046,P058,2025-04-27,2025-04-27 04:14:53.367028,5,1814.2
T002876,C0341,P098,2024-05-01,2024-05-01 02:45:55.421086,4,711.76
T002877,C0364,P092,2025-03-22,2025-03-22 11:13:52.987966,5,274.9
T002878,C0106,P045,2024-01-27,2024-01-27 06:28:43.940519,4,862.92
T002879,C0284,P054,2023-08-13,2023-08-13 01:10:02.277184,5,2150.0
T002880,C0463,P012,2023-09-09,2023-09-09 15:40:47.806518,2,427.92
T002881,C0017,P009,2025-04-22,2025-04-22 12:43:14.138996,3,554.52
T002882,C0459,P066,2023-07-13,2023-07-13 21:33:21.023727,3,882.48
T002883,C0422,P029,2024-05-23,2024-05-23 11:55:01.332261,2,223.66
T002884,C0226,P020,2024-11-16,2024-11-16 04:06:23.681443,5,2059.45
T002885,C0253,P070,2024-02-07,2024-02-07 09:22:41.786124,5,1459.4
T002886,C0142,P057,2024-07-07,2024-07-07 03:02:10.813816,1,347.32
T002887,C0077,P061,2023-05-19,2023-05-19 12:17:05.494878,5,555.9
T002888,C0441,P085,2023-09-16,2023-09-16 10:14:20.974666,4,1624.72
T002889,C0072,P025,2024-07-21,2024-07-21 04:20:19.854439,3,360.36
T002890,C0281,P095,2024-01-17,2024-01-17 12:54:32.771197,5,380.65
T002891,C0042,P027,2023-11-21,2023-11-21 22:33:09.202961,1,170.95
T002892,C0415,P078,2023-08-15,2023-08-15 05:38:32.847881,2,988.46
T002893,C0324,P093,2023-05-08,2023-05-08 04:27:10.984681,2,597.7
T002894,C0364,P080,2024-05-24,2024-05-24 16:37:54.838470,3,54.42
T002895,C0252,P090,2023-08-17,2023-08-17 13:02:37.642618,1,158.5
T002896,C0375,P090,2024-02-09,2024-02-09 04:52:40.189558,5,792.5
T002897,C0475,P076,2023-05-07,2023-05-07 10:06:27.184994,1,38.76
T002898,C0188,P052,2023-10-10,2023-10-10 04:27:42.395254,1,117.91
T002899,C0066,P045,2024-02-23,2024-02-23 08:39:12.782547,2,431.46
T002900,C0402,P003,2024-02-12,2024-02-12 03:29:18.943184,4,883.72
T002901,C0482,P032,2023-12-24,2023-12-24 13:48:24.215517,2,498.56
T002902,C0447,P050,2025-01-25,2025-01-25 10:52:44.398061,2,830.2
T002903,C0095,P089,2023-07-18,2023-07-18 08:23:34.644424,5,1094.15
T002904,C0298,P011,2024-07-14,2024-07-14 04:27:36.575897,5,1108.7
T002905,C0211,P083,2025-01-25,2025-01-25 02:16:46.704633,4,456.96
T002906,C0499,P050,2024-05-17,2024-05-17 20:17:06.356501,4,1660.4
T002907,C0025,P002,2025-03-20,2025-03-20 02:40:19.345044,1,209.49
T002908,C0296,P098,2023-11-01,2023-11-01 22:53:42.523359,3,533.82
T002909,C0372,P073,2024-10-23,2024-10-23 08:29:48.908651,3,127.62
T002910,C0066,P029,2025-01-26,2025-01-26 04:57:29.786287,5,559.15
T002911,C0023,P074,2023-09-12,2023-09-12 15:40:58.664246,5,1736.95
T002912,C0181,P056,2024-12-01,2024-12-01 18:55:53.595699,4,1049.8
T002913,C0197,P047,2025-01-30,2025-01-30 03:32:37.576939,4,205.0
T002914,C0265,P043,2025-04-12,2025-04-12 13:36:06.170867,3,44.58
T002915,C0131,P006,2023-06-17,2023-06-17 03:47:44.843040,2,528.12
T002916,C0270,P004,2024-12-22,2024-12-22 16:42:13.420272,1,73.99
T002917,C0267,P041,2023-05-28,2023-05-28 08:06:34.539968,3,1208.16
T002918,C0346,P045,2024-03-16,2024-03-16 04:47:38.643660,3,647.19
T002919,C0029,P097,2025-02-24,2025-02-24 07:45:04.393303,2,851.12
T002920,C0291,P049,2023-06-06,2023-06-06 01:42:24.009601,2,102.14
T002921,C0312,P033,2024-09-30,2024-09-30 06:56:00.084482,5,2125.05
T002922,C0287,P010,2023-06-06,2023-06-06 16:35:23.917323,3,428.58
T002923,C0284,P010,2023-06-30,2023-06-30 22:06:04.094992,1,142.86
T002924,C0352,P062,2025-03-17,2025-03-17 09:42:38.044753,4,1328.52
T002925,C0334,P076,2023-06-29,2023-06-29 01:55:43.389265,3,116.28
T002926,C0400,P032,2024-05-23,2024-05-23 17:55:07.379985,5,1246.4
T002927,C0444,P085,2025-01-26,2025-01-26 15:01:04.258870,4,1624.72
T002928,C0500,P027,2024-02-04,2024-02-04 05:15:29.763397,2,341.9
T002929,C0050,P087,2024-08-22,2024-08-22 22:01:57.102890,4,1465.08
T002930,C0262,P001,2024-05-13,2024-05-13 14:11:42.387704,4,913.64
T002931,C0366,P040,2024-06-23,2024-06-23 10:51:40.287224,1,79.81
T002932,C0023,P047,2024-04-11,2024-04-11 02:17:42.113357,3,153.75
T002933,C0166,P084,2024-10-26,2024-10-26 00:48:29.014627,3,598.41
T002934,C0093,P095,2024-09-14,2024-09-14 23:13:40.242744,2,152.26
T002935,C0427,P092,2024-02-15,2024-02-15 13:16:34.286510,2,109.96
T002936,C0382,P044,2025-04-26,2025-04-26 19:08:24.298755,2,926.98
T002937,C0468,P014,2023-06-13,2023-06-13 08:20:57.489066,2,610.6
T002938,C0439,P080,2024-08-07,2024-08-07 14:35:57.868253,2,36.28
T002939,C0427,P004,2024-01-11,2024-01-11 22:23:08.855052,1,73.99
T002940,C0480,P099,2024-03-03,2024-03-03 02:31:35.918351,3,977.58
T002941,C0126,P018,2025-02-14,2025-02-14 06:42:42.426188,1,211.98
T002942,C0363,P100,2024-10-31,2024-10-31 10:30:19.533447,2,327.74
